,,,,,Recommended N (kg/ha),Recommended N (kg/ha),Recommended P2O5 (kg/ha),Recommended P2O5 (kg/ha),Recommended K2O (kg/ha),Recommended K2O (kg/ha)
Region XII,2,Dry season,Manual,"(4, 6]",80.0,124.0,25.0,35.0,45.0,73.0
Region XII,2,Dry season,Manual,"(6, 8]",128.0,139.0,36.0,39.0,72.0,82.0
Region XII,2,Dry season,Manual,"(8, 10]",146.0,146.0,41.0,41.0,84.0,87.0
Region XII,2,Dry season,Reaper,"(0, 2]",43.0,43.0,16.0,16.0,16.0,16.0
Region XII,2,Dry season,Reaper,"(4, 6]",59.0,59.0,26.0,26.0,42.0,42.0
Region XII,2,Wet season,Combined,"(0, 2]",21.0,51.0,12.0,17.0,10.0,17.0
Region XII,2,Wet season,Combined,"(2, 4]",21.0,88.0,12.0,25.0,10.0,39.0
Region XII,2,Wet season,Combined,"(4, 6]",49.0,126.0,19.0,33.0,13.0,62.0
Region XII,2,Wet season,Combined,"(6, 8]",102.0,143.0,31.0,36.0,31.0,64.0
Region XII,2,Wet season,Manual,"(0, 2]",43.0,51.0,15.0,19.0,15.0,31.0
Region XII,2,Wet season,Manual,"(2, 4]",32.0,90.0,15.0,28.0,15.0,58.0
Region XII,2,Wet season,Manual,"(4, 6]",59.0,118.0,23.0,35.0,24.0,75.0
Region XII,2,Wet season,Manual,"(6, 8]",98.0,148.0,34.0,42.0,66.0,94.0
Region XII,2,Wet season,Reaper,"(2, 4]",43.0,43.0,16.0,16.0,16.0,16.0
Region XII,2,Wet season,Reaper,"(4, 6]",59.0,100.0,25.0,35.0,25.0,68.0
Region XII,3,Dry season,Combined,"(0, 2]",33.0,82.0,10.0,16.0,10.0,16.0
Region XII,3,Dry season,Combined,"(2, 4]",21.0,90.0,10.0,23.0,10.0,23.0
Region XII,3,Dry season,Combined,"(4, 6]",51.0,126.0,10.0,34.0,0.0,59.0
Region XII,3,Dry season,Combined,"(6, 8]",90.0,146.0,20.0,36.0,19.0,67.0
Region XII,3,Dry season,Combined,"(8, 10]",90.0,134.0,20.0,35.0,20.0,63.0
Region XII,3,Dry season,Manual,"(0, 2]",33.0,82.0,10.0,20.0,10.0,20.0
Region XII,3,Dry season,Manual,"(2, 4]",32.0,88.0,10.0,27.0,10.0,48.0
Region XII,3,Dry season,Manual,"(4, 6]",51.0,128.0,13.0,36.0,13.0,66.0
Region XII,3,Dry season,Manual,"(6, 8]",92.0,159.0,26.0,44.0,26.0,79.0
Region XII,3,Dry season,Manual,"(8, 10]",134.0,141.0,35.0,39.0,43.0,60.0
Region XII,3,Dry season,Reaper,"(0, 2]",33.0,57.0,10.0,15.0,10.0,15.0
Region XII,3,Dry season,Reaper,"(2, 4]",33.0,82.0,10.0,20.0,10.0,20.0
Region XII,3,Dry season,Reaper,"(4, 6]",56.0,120.0,14.0,33.0,14.0,62.0
Region XII,3,Dry season,Reaper,"(6, 8]",116.0,137.0,31.0,36.0,36.0,49.0
Region XII,3,Dry season,Reaper,"(8, 10]",118.0,118.0,32.0,32.0,51.0,51.0
Region XII,3,Wet season,Combined,"(0, 2]",33.0,82.0,10.0,18.0,10.0,18.0
Region XII,3,Wet season,Combined,"(2, 4]",21.0,92.0,10.0,27.0,10.0,46.0
Region XII,3,Wet season,Combined,"(4, 6]",46.0,126.0,10.0,34.0,0.0,69.0
Region XII,3,Wet season,Combined,"(6, 8]",90.0,148.0,20.0,38.0,16.0,70.0
Region XII,3,Wet season,Combined,"(8, 10]",100.0,148.0,23.0,36.0,23.0,41.0
Region XII,3,Wet season,Manual,"(0, 2]",43.0,82.0,13.0,21.0,13.0,36.0
Region XII,3,Wet season,Manual,"(2, 4]",33.0,95.0,10.0,29.0,10.0,59.0
Region XII,3,Wet season,Manual,"(4, 6]",56.0,126.0,13.0,37.0,13.0,80.0
Region XII,3,Wet season,Manual,"(6, 8]",100.0,148.0,27.0,43.0,41.0,96.0
Region XII,3,Wet season,Manual,"(8, 10]",148.0,152.0,40.0,41.0,77.0,81.0
Region XII,3,Wet season,Reaper,"(0, 2]",33.0,82.0,10.0,20.0,10.0,20.0
Region XII,3,Wet season,Reaper,"(2, 4]",33.0,82.0,10.0,25.0,0.0,46.0
Region XII,3,Wet season,Reaper,"(4, 6]",64.0,113.0,14.0,33.0,14.0,62.0
Region XII,3,Wet season,Reaper,"(6, 8]",126.0,131.0,34.0,37.0,52.0,80.0
Region XII,4,Dry season,Combined,"(0, 2]",33.0,82.0,10.0,16.0,10.0,16.0
Region XII,4,Dry season,Combined,"(2, 4]",33.0,84.0,10.0,19.0,0.0,19.0
Region XII,4,Dry season,Combined,"(4, 6]",59.0,128.0,11.0,31.0,0.0,31.0
Region XII,4,Dry season,Combined,"(6, 8]",90.0,146.0,20.0,36.0,16.0,36.0
Region XII,4,Dry season,Combined,"(8, 10]",110.0,141.0,27.0,36.0,27.0,36.0
Region XII,4,Dry season,Manual,"(0, 2]",33.0,82.0,10.0,20.0,10.0,20.0
Region XII,4,Dry season,Manual,"(2, 4]",33.0,92.0,10.0,23.0,10.0,23.0
Region XII,4,Dry season,Manual,"(4, 6]",59.0,128.0,14.0,35.0,14.0,49.0
Region XII,4,Dry season,Manual,"(6, 8]",92.0,143.0,26.0,39.0,32.0,61.0
Region XII,4,Dry season,Manual,"(8, 10]",141.0,141.0,38.0,38.0,53.0,53.0
Region XII,4,Dry season,Manual,"(10, 13]",146.0,146.0,35.0,35.0,47.0,47.0
Region XII,4,Dry season,Reaper,"(0, 2]",33.0,57.0,10.0,15.0,15.0,18.0
Region XII,4,Dry season,Reaper,"(2, 4]",41.0,82.0,10.0,21.0,10.0,21.0
Region XII,4,Dry season,Reaper,"(4, 6]",66.0,124.0,16.0,35.0,16.0,49.0
Region XII,4,Dry season,Reaper,"(6, 8]",92.0,139.0,26.0,39.0,29.0,61.0
Region XII,4,Dry season,Reaper,"(10, 13]",137.0,137.0,41.0,41.0,59.0,59.0
Region XII,4,Wet season,Combined,"(0, 2]",33.0,82.0,10.0,16.0,10.0,16.0
Region XII,4,Wet season,Combined,"(2, 4]",33.0,92.0,10.0,23.0,10.0,23.0
Region XII,4,Wet season,Combined,"(4, 6]",46.0,128.0,10.0,32.0,10.0,32.0
Region XII,4,Wet season,Combined,"(6, 8]",90.0,141.0,20.0,36.0,16.0,50.0
Region XII,4,Wet season,Combined,"(8, 10]",100.0,126.0,23.0,30.0,23.0,30.0
Region XII,4,Wet season,Manual,"(0, 2]",33.0,82.0,10.0,20.0,10.0,20.0
Region XII,4,Wet season,Manual,"(2, 4]",33.0,92.0,10.0,23.0,10.0,39.0
Region XII,4,Wet season,Manual,"(4, 6]",49.0,131.0,12.0,36.0,12.0,67.0
Region XII,4,Wet season,Manual,"(6, 8]",108.0,148.0,29.0,39.0,43.0,73.0
Region XII,4,Wet season,Manual,"(8, 10]",137.0,154.0,36.0,42.0,58.0,85.0
Region XII,4,Wet season,Manual,"(10, 13]",148.0,148.0,40.0,40.0,77.0,77.0
Region XII,4,Wet season,Reaper,"(0, 2]",59.0,59.0,13.0,13.0,13.0,13.0
Region XII,4,Wet season,Reaper,"(2, 4]",57.0,82.0,13.0,21.0,13.0,32.0
Region XII,4,Wet season,Reaper,"(4, 6]",70.0,131.0,16.0,37.0,16.0,70.0
Region XII,4,Wet season,Reaper,"(6, 8]",106.0,108.0,29.0,29.0,54.0,60.0
Region XII,5,Dry season,Combined,"(2, 4]",37.0,37.0,11.0,11.0,12.0,12.0
Region XII,5,Dry season,Combined,"(4, 6]",42.0,80.0,10.0,14.0,10.0,14.0
Region XII,5,Dry season,Combined,"(6, 8]",86.0,111.0,10.0,14.0,10.0,17.0
Region XII,5,Dry season,Manual,"(0, 2]",37.0,37.0,10.0,10.0,20.0,20.0
Region XII,5,Dry season,Manual,"(2, 4]",10.0,42.0,10.0,16.0,10.0,16.0
Region XII,5,Dry season,Manual,"(4, 6]",40.0,78.0,10.0,22.0,14.0,26.0
Region XII,5,Dry season,Manual,"(6, 8]",80.0,111.0,16.0,27.0,17.0,32.0
Region XII,5,Dry season,Manual,"(8, 10]",111.0,111.0,20.0,21.0,21.0,32.0
Region XII,5,Dry season,Reaper,"(4, 6]",53.0,78.0,10.0,15.0,22.0,27.0
Region XII,5,Wet season,Combined,"(0, 2]",33.0,82.0,10.0,23.0,10.0,42.0
Region XII,5,Wet season,Combined,"(2, 4]",33.0,84.0,10.0,21.0,10.0,21.0
Region XII,5,Wet season,Combined,"(4, 6]",59.0,120.0,10.0,26.0,10.0,55.0
Region XII,5,Wet season,Combined,"(6, 8]",98.0,126.0,18.0,26.0,18.0,26.0
Region XII,5,Wet season,Manual,"(0, 2]",43.0,70.0,10.0,20.0,10.0,40.0
Region XII,5,Wet season,Manual,"(2, 4]",43.0,84.0,10.0,25.0,0.0,43.0
Region XII,5,Wet season,Manual,"(4, 6]",66.0,126.0,13.0,33.0,19.0,43.0
Region XII,5,Wet season,Manual,"(6, 8]",114.0,141.0,27.0,36.0,27.0,43.0
Region XII,5,Wet season,Reaper,"(2, 4]",43.0,43.0,17.0,17.0,17.0,17.0
Region XII,6,Dry season,Combined,"(0, 2]",21.0,43.0,13.0,14.0,10.0,14.0
Region XII,6,Dry season,Combined,"(2, 4]",30.0,82.0,14.0,26.0,0.0,33.0
Region XII,6,Dry season,Combined,"(4, 6]",59.0,124.0,21.0,33.0,21.0,56.0
Region XII,6,Dry season,Combined,"(6, 8]",106.0,133.0,34.0,36.0,56.0,63.0
Region XII,6,Dry season,Manual,"(0, 2]",43.0,43.0,16.0,16.0,16.0,16.0
Region XII,6,Dry season,Manual,"(2, 4]",43.0,84.0,16.0,26.0,16.0,51.0
Region XII,6,Dry season,Manual,"(4, 6]",66.0,110.0,27.0,32.0,43.0,63.0
Region XII,6,Dry season,Reaper,"(2, 4]",46.0,49.0,23.0,23.0,34.0,36.0
Region XII,6,Wet season,Combined,"(0, 2]",43.0,43.0,16.0,16.0,16.0,16.0
Region XII,6,Wet season,Combined,"(2, 4]",32.0,88.0,12.0,24.0,12.0,29.0
Region XII,6,Wet season,Combined,"(4, 6]",61.0,118.0,19.0,32.0,10.0,50.0
Region XII,6,Wet season,Combined,"(6, 8]",126.0,148.0,33.0,41.0,55.0,85.0
Region XII,6,Wet season,Manual,"(0, 2]",43.0,51.0,15.0,19.0,15.0,31.0
Region XII,6,Wet season,Manual,"(2, 4]",43.0,90.0,15.0,28.0,15.0,58.0
Region XII,6,Wet season,Manual,"(4, 6]",88.0,120.0,26.0,35.0,49.0,77.0
Region XII,6,Wet season,Reaper,"(2, 4]",30.0,49.0,17.0,20.0,17.0,20.0
Region XII,6,Wet season,Reaper,"(4, 6]",64.0,96.0,26.0,34.0,41.0,64.0
Region XII,6,Wet season,Reaper,"(6, 8]",143.0,143.0,40.0,40.0,85.0,85.0
Region XIII,1,Dry season,Combined,"(0, 2]",56.0,57.0,12.0,12.0,12.0,12.0
Region XIII,1,Dry season,Combined,"(2, 4]",43.0,70.0,12.0,21.0,10.0,21.0
Region XIII,1,Dry season,Combined,"(4, 6]",82.0,131.0,17.0,33.0,0.0,59.0
Region XIII,1,Dry season,Combined,"(6, 8]",126.0,133.0,32.0,34.0,27.0,34.0
Region XIII,1,Dry season,Manual,"(0, 2]",43.0,57.0,15.0,16.0,15.0,16.0
Region XIII,1,Dry season,Manual,"(2, 4]",54.0,80.0,15.0,23.0,15.0,37.0
Region XIII,1,Dry season,Manual,"(4, 6]",88.0,124.0,23.0,35.0,23.0,65.0
Region XIII,1,Dry season,Manual,"(6, 8]",120.0,133.0,34.0,37.0,48.0,78.0
Region XIII,1,Dry season,Manual,"(8, 10]",125.0,125.0,29.0,29.0,37.0,37.0
Region XIII,1,Wet season,Combined,"(0, 2]",43.0,57.0,12.0,14.0,12.0,14.0
Region XIII,1,Wet season,Combined,"(2, 4]",57.0,82.0,12.0,18.0,12.0,18.0
Region XIII,1,Wet season,Combined,"(4, 6]",88.0,108.0,20.0,26.0,17.0,37.0
Region XIII,1,Wet season,Manual,"(0, 2]",43.0,70.0,15.0,18.0,16.0,18.0
Region XIII,1,Wet season,Manual,"(2, 4]",49.0,84.0,15.0,24.0,16.0,37.0
Region XIII,1,Wet season,Manual,"(4, 6]",92.0,116.0,23.0,33.0,34.0,54.0
Region XIII,1,Wet season,Manual,"(6, 8]",126.0,126.0,36.0,36.0,75.0,75.0
Region XIII,1,Wet season,Manual,"(8, 10]",120.0,120.0,31.0,31.0,58.0,58.0
Region XIII,1,Wet season,Reaper,"(4, 6]",88.0,88.0,26.0,26.0,49.0,49.0
Region XIII,2,Dry season,Combined,"(0, 2]",43.0,49.0,13.0,15.0,10.0,15.0
Region XIII,2,Dry season,Combined,"(2, 4]",43.0,82.0,13.0,23.0,10.0,32.0
Region XIII,2,Dry season,Combined,"(4, 6]",74.0,120.0,21.0,33.0,21.0,63.0
Region XIII,2,Dry season,Combined,"(6, 8]",106.0,143.0,30.0,37.0,51.0,68.0
Region XIII,2,Dry season,Combined,"(8, 10]",131.0,141.0,35.0,37.0,64.0,71.0
Region XIII,2,Dry season,Manual,"(0, 2]",43.0,46.0,16.0,17.0,16.0,18.0
Region XIII,2,Dry season,Manual,"(2, 4]",43.0,90.0,14.0,28.0,14.0,56.0
Region XIII,2,Dry season,Manual,"(4, 6]",74.0,126.0,20.0,36.0,30.0,76.0
Region XIII,2,Dry season,Manual,"(6, 8]",118.0,143.0,33.0,40.0,69.0,87.0
Region XIII,2,Dry season,Manual,"(8, 10]",118.0,152.0,34.0,42.0,69.0,92.0
Region XIII,2,Dry season,Reaper,"(0, 2]",43.0,43.0,16.0,17.0,17.0,17.0
Region XIII,2,Dry season,Reaper,"(2, 4]",43.0,72.0,16.0,23.0,16.0,40.0
Region XIII,2,Dry season,Reaper,"(4, 6]",80.0,80.0,25.0,25.0,49.0,49.0
Region XIII,2,Wet season,Combined,"(0, 2]",43.0,46.0,13.0,15.0,10.0,15.0
Region XIII,2,Wet season,Combined,"(2, 4]",43.0,84.0,10.0,23.0,0.0,28.0
Region XIII,2,Wet season,Combined,"(4, 6]",72.0,126.0,20.0,33.0,16.0,58.0
Region XIII,2,Wet season,Combined,"(6, 8]",113.0,146.0,31.0,38.0,47.0,68.0
Region XIII,2,Wet season,Combined,"(8, 10]",137.0,137.0,36.0,36.0,68.0,68.0
Region XIII,2,Wet season,Manual,"(0, 2]",30.0,46.0,10.0,17.0,0.0,19.0
Region XIII,2,Wet season,Manual,"(2, 4]",30.0,88.0,10.0,27.0,0.0,50.0
Region XIII,2,Wet season,Manual,"(4, 6]",74.0,126.0,21.0,36.0,35.0,75.0
Region XIII,2,Wet season,Manual,"(6, 8]",118.0,143.0,32.0,40.0,67.0,86.0
Region XIII,2,Wet season,Manual,"(8, 10]",139.0,139.0,39.0,39.0,86.0,86.0
Region XIII,2,Wet season,Reaper,"(0, 2]",43.0,44.0,16.0,16.0,16.0,19.0
Region XIII,2,Wet season,Reaper,"(2, 4]",43.0,77.0,16.0,24.0,16.0,44.0
Region XIII,2,Wet season,Reaper,"(4, 6]",88.0,106.0,27.0,30.0,52.0,59.0
Region XIII,3,Dry season,Combined,"(0, 2]",43.0,70.0,10.0,15.0,10.0,15.0
Region XIII,3,Dry season,Combined,"(2, 4]",43.0,92.0,10.0,24.0,0.0,34.0
Region XIII,3,Dry season,Combined,"(4, 6]",72.0,128.0,13.0,34.0,0.0,63.0
Region XIII,3,Dry season,Combined,"(6, 8]",106.0,152.0,27.0,38.0,22.0,77.0
Region XIII,3,Dry season,Combined,"(8, 10]",106.0,165.0,27.0,42.0,27.0,46.0
Region XIII,3,Dry season,Combined,"(10, 13]",143.0,143.0,36.0,36.0,36.0,36.0
Region XIII,3,Dry season,Manual,"(0, 2]",43.0,70.0,12.0,18.0,12.0,18.0
Region XIII,3,Dry season,Manual,"(2, 4]",43.0,88.0,13.0,27.0,0.0,53.0
Region XIII,3,Dry season,Manual,"(4, 6]",72.0,126.0,19.0,36.0,19.0,76.0
Region XIII,3,Dry season,Manual,"(6, 8]",126.0,152.0,35.0,41.0,45.0,87.0
Region XIII,3,Dry season,Manual,"(8, 10]",165.0,165.0,45.0,45.0,78.0,78.0
Region XIII,3,Dry season,Manual,"(10, 13]",141.0,141.0,39.0,39.0,58.0,58.0
Region XIII,3,Dry season,Reaper,"(0, 2]",57.0,57.0,15.0,15.0,15.0,15.0
Region XIII,3,Dry season,Reaper,"(2, 4]",51.0,80.0,15.0,20.0,15.0,20.0
Region XIII,3,Dry season,Reaper,"(4, 6]",82.0,124.0,21.0,35.0,21.0,75.0
Region XIII,3,Wet season,Combined,"(0, 2]",43.0,70.0,10.0,15.0,10.0,15.0
Region XIII,3,Wet season,Combined,"(2, 4]",43.0,95.0,10.0,25.0,0.0,32.0
Region XIII,3,Wet season,Combined,"(4, 6]",72.0,128.0,11.0,33.0,0.0,58.0
Region XIII,3,Wet season,Combined,"(6, 8]",118.0,154.0,30.0,39.0,28.0,70.0
Region XIII,3,Wet season,Combined,"(8, 10]",131.0,154.0,32.0,39.0,32.0,58.0
Region XIII,3,Wet season,Manual,"(0, 2]",43.0,70.0,13.0,18.0,13.0,21.0
Region XIII,3,Wet season,Manual,"(2, 4]",43.0,95.0,15.0,28.0,15.0,48.0
Region XIII,3,Wet season,Manual,"(4, 6]",74.0,124.0,19.0,35.0,19.0,72.0
Region XIII,3,Wet season,Manual,"(6, 8]",126.0,143.0,35.0,40.0,61.0,81.0
Region XIII,3,Wet season,Manual,"(8, 10]",113.0,139.0,32.0,39.0,52.0,84.0
Region XIII,3,Wet season,Reaper,"(0, 2]",43.0,57.0,11.0,16.0,11.0,19.0
Region XIII,3,Wet season,Reaper,"(2, 4]",46.0,90.0,15.0,23.0,15.0,36.0
Region XIII,3,Wet season,Reaper,"(4, 6]",80.0,124.0,21.0,35.0,28.0,78.0
Region XIII,3,Wet season,Reaper,"(6, 8]",128.0,128.0,36.0,36.0,64.0,64.0
Region XIII,3,Wet season,Reaper,"(8, 10]",141.0,141.0,39.0,39.0,74.0,74.0
Region XIII,4,Dry season,Combined,"(0, 2]",56.0,70.0,10.0,14.0,0.0,14.0
Region XIII,4,Dry season,Combined,"(2, 4]",49.0,92.0,10.0,20.0,0.0,20.0
Region XIII,4,Dry season,Combined,"(4, 6]",71.0,131.0,11.0,34.0,0.0,34.0
Region XIII,4,Dry season,Combined,"(6, 8]",92.0,167.0,21.0,40.0,18.0,48.0
Region XIII,4,Dry season,Combined,"(8, 10]",106.0,165.0,28.0,42.0,26.0,52.0
Region XIII,4,Dry season,Combined,"(10, 13]",98.0,131.0,25.0,33.0,25.0,33.0
Region XIII,4,Dry season,Manual,"(0, 2]",46.0,70.0,10.0,18.0,0.0,18.0
Region XIII,4,Dry season,Manual,"(2, 4]",42.0,98.0,10.0,28.0,0.0,28.0
Region XIII,4,Dry season,Manual,"(4, 6]",56.0,128.0,12.0,36.0,0.0,52.0
Region XIII,4,Dry season,Manual,"(6, 8]",88.0,161.0,22.0,44.0,22.0,72.0
Region XIII,4,Dry season,Manual,"(8, 10]",88.0,159.0,22.0,43.0,22.0,70.0
Region XIII,4,Dry season,Reaper,"(0, 2]",57.0,70.0,15.0,18.0,15.0,18.0
Region XIII,4,Dry season,Reaper,"(2, 4]",56.0,82.0,15.0,22.0,15.0,24.0
Region XIII,4,Dry season,Reaper,"(4, 6]",77.0,118.0,20.0,34.0,20.0,46.0
Region XIII,4,Dry season,Reaper,"(6, 8]",131.0,131.0,36.0,36.0,49.0,49.0
Region XIII,4,Wet season,Combined,"(0, 2]",56.0,70.0,10.0,14.0,10.0,14.0
Region XIII,4,Wet season,Combined,"(2, 4]",50.0,98.0,10.0,25.0,0.0,20.0
Region XIII,4,Wet season,Combined,"(4, 6]",72.0,131.0,13.0,34.0,0.0,44.0
Region XIII,4,Wet season,Combined,"(6, 8]",113.0,169.0,29.0,43.0,28.0,70.0
Region XIII,4,Wet season,Combined,"(8, 10]",120.0,165.0,27.0,41.0,24.0,63.0
Region XIII,4,Wet season,Combined,"(10, 13]",165.0,165.0,41.0,41.0,63.0,63.0
Region XIII,4,Wet season,Manual,"(0, 2]",56.0,70.0,11.0,18.0,11.0,21.0
Region XIII,4,Wet season,Manual,"(2, 4]",45.0,90.0,10.0,24.0,0.0,46.0
Region XIII,4,Wet season,Manual,"(4, 6]",72.0,128.0,16.0,36.0,16.0,70.0
Region XIII,4,Wet season,Manual,"(6, 8]",113.0,154.0,32.0,42.0,51.0,83.0
Region XIII,4,Wet season,Manual,"(8, 10]",110.0,154.0,32.0,42.0,52.0,83.0
Region XIII,4,Wet season,Manual,"(10, 13]",137.0,137.0,38.0,38.0,70.0,70.0
Region XIII,4,Wet season,Reaper,"(0, 2]",57.0,70.0,15.0,18.0,18.0,21.0
Region XIII,4,Wet season,Reaper,"(2, 4]",56.0,82.0,13.0,21.0,13.0,31.0
Region XIII,4,Wet season,Reaper,"(4, 6]",74.0,118.0,19.0,33.0,19.0,57.0
Region XIII,4,Wet season,Reaper,"(6, 8]",133.0,141.0,37.0,39.0,65.0,76.0
Region XIII,5,Dry season,Combined,"(0, 2]",43.0,43.0,15.0,16.0,15.0,16.0
Region XIII,5,Dry season,Combined,"(2, 4]",10.0,88.0,10.0,22.0,0.0,22.0
Region XIII,5,Dry season,Combined,"(4, 6]",37.0,100.0,10.0,23.0,10.0,23.0
Region XIII,5,Dry season,Combined,"(6, 8]",47.0,97.0,10.0,16.0,10.0,17.0
Region XIII,5,Dry season,Combined,"(8, 10]",60.0,91.0,10.0,15.0,10.0,16.0
Region XIII,5,Dry season,Manual,"(0, 2]",10.0,46.0,10.0,17.0,10.0,29.0
Region XIII,5,Dry season,Manual,"(2, 4]",10.0,59.0,10.0,20.0,10.0,28.0
Region XIII,5,Dry season,Manual,"(4, 6]",29.0,116.0,10.0,31.0,10.0,49.0
Region XIII,5,Dry season,Manual,"(6, 8]",37.0,102.0,10.0,26.0,16.0,30.0
Region XIII,5,Dry season,Manual,"(8, 10]",78.0,104.0,15.0,21.0,20.0,31.0
Region XIII,5,Dry season,Reaper,"(4, 6]",42.0,70.0,14.0,18.0,15.0,25.0
Region XIII,5,Dry season,Reaper,"(6, 8]",91.0,91.0,24.0,24.0,25.0,25.0
Region XIII,5,Wet season,Combined,"(0, 2]",43.0,57.0,15.0,17.0,10.0,21.0
Region XIII,5,Wet season,Combined,"(2, 4]",43.0,84.0,11.0,20.0,10.0,20.0
Region XIII,5,Wet season,Combined,"(4, 6]",74.0,124.0,15.0,27.0,15.0,27.0
Region XIII,5,Wet season,Combined,"(6, 8]",102.0,139.0,19.0,29.0,19.0,29.0
Region XIII,5,Wet season,Combined,"(8, 10]",141.0,141.0,25.0,25.0,25.0,25.0
Region XIII,5,Wet season,Manual,"(0, 2]",43.0,70.0,12.0,20.0,12.0,35.0
Region XIII,5,Wet season,Manual,"(2, 4]",42.0,82.0,10.0,27.0,0.0,60.0
Region XIII,5,Wet season,Manual,"(4, 6]",80.0,124.0,19.0,32.0,19.0,48.0
Region XIII,5,Wet season,Manual,"(6, 8]",128.0,131.0,32.0,34.0,32.0,52.0
Region XIII,5,Wet season,Reaper,"(2, 4]",43.0,56.0,16.0,16.0,19.0,20.0
Region XIII,6,Dry season,Combined,"(0, 2]",43.0,46.0,13.0,15.0,10.0,15.0
Region XIII,6,Dry season,Combined,"(2, 4]",43.0,90.0,11.0,24.0,0.0,34.0
Region XIII,6,Dry season,Combined,"(4, 6]",74.0,128.0,21.0,34.0,21.0,61.0
Region XIII,6,Dry season,Combined,"(6, 8]",108.0,148.0,29.0,39.0,45.0,77.0
Region XIII,6,Dry season,Combined,"(8, 10]",131.0,131.0,35.0,35.0,63.0,63.0
Region XIII,6,Dry season,Manual,"(0, 2]",33.0,57.0,10.0,19.0,0.0,29.0
Region XIII,6,Dry season,Manual,"(2, 4]",43.0,88.0,12.0,27.0,12.0,53.0
Region XIII,6,Dry season,Manual,"(4, 6]",72.0,128.0,21.0,37.0,35.0,78.0
Region XIII,6,Dry season,Manual,"(6, 8]",44.0,159.0,16.0,44.0,16.0,100.0
Region XIII,6,Dry season,Manual,"(8, 10]",137.0,146.0,38.0,41.0,82.0,89.0
Region XIII,6,Dry season,Reaper,"(0, 2]",43.0,43.0,16.0,16.0,16.0,16.0
Region XIII,6,Dry season,Reaper,"(2, 4]",57.0,82.0,19.0,26.0,19.0,48.0
Region XIII,6,Wet season,Combined,"(0, 2]",43.0,49.0,10.0,15.0,0.0,15.0
Region XIII,6,Wet season,Combined,"(2, 4]",43.0,90.0,11.0,25.0,0.0,33.0
Region XIII,6,Wet season,Combined,"(4, 6]",74.0,126.0,21.0,34.0,17.0,66.0
Region XIII,6,Wet season,Combined,"(6, 8]",124.0,146.0,32.0,37.0,49.0,70.0
Region XIII,6,Wet season,Combined,"(8, 10]",131.0,131.0,35.0,35.0,61.0,61.0
Region XIII,6,Wet season,Manual,"(0, 2]",43.0,51.0,16.0,19.0,16.0,29.0
Region XIII,6,Wet season,Manual,"(2, 4]",43.0,88.0,11.0,27.0,11.0,53.0
Region XIII,6,Wet season,Manual,"(4, 6]",72.0,120.0,23.0,35.0,39.0,74.0
Region XIII,6,Wet season,Manual,"(6, 8]",118.0,139.0,34.0,39.0,72.0,83.0
Region XIII,6,Wet season,Reaper,"(2, 4]",59.0,62.0,19.0,21.0,26.0,33.0
